time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	창패밀리	https://youtu.be/HXO5iJwCu9M?si=VjaRqPg0AJDc25Sn		2		HXO5iJwCu9M	UCVSdVA4YCLjIPs_Rtz6zB8Q	"[창팝] 신창섭 - The Last Ben(마지막 경고) DJ Chang Festival Mix 영어버전"	"창 패밀리"	2026-06-15T13:59:00Z	2026-06-15T13:59:05Z	2026-06-15T14:03:37Z
23:05	리스항르	https://youtu.be/eM_mTW1QUbA	4:54	2		eM_mTW1QUbA	UCFkPy1vgducXZysIeR2uwgw	이상낙원연가	리스항르	2026-06-15T14:05:00Z	2026-06-15T14:05:06Z	
23:10												
23:15												
23:20												
23:25												
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
