time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	Sonette	https://www.youtube.com/watch?v=BVMVz16ck54	3:13	2		BVMVz16ck54	UCtQbO9hhbGLCM7CqEBLocEg	"라라 젖탱이는 왜 두개일까"	Sonette	2026-02-02T14:00:00Z	2026-02-02T14:00:05Z	2026-02-02T14:05:18Z
23:05	아무생각없음	https://youtu.be/SgtLwgzt7hM	3:12	2	"위에 곡 개사곡"	SgtLwgzt7hM	UCeI1wTYnS3lUL4C2jC06KPg	"아델 데카0은 왜 억까일까?"	아무생각없는거같기도하고아닌거같기도	2026-02-02T14:05:00Z	2026-02-02T14:05:06Z	2026-02-02T14:10:19Z
23:10	레이지	https://youtu.be/hmWl-_71cs4	3:10	2	"인창페3 후기곡"	hmWl-_71cs4	UC6Yhz_2ciq5Ym3Ojkv9LqCA	덧칠	레이지	2026-02-02T14:10:00Z	2026-02-02T14:10:05Z	2026-02-02T14:15:15Z
23:15	리슨퓨어족	https://youtu.be/ul11QPhl_is	3:16	1	"인창페3 참가곡"	ul11QPhl_is	UCQoaeuPLmDIRebALnJtAipQ	"엔젤릭버스터 - 다크 사이트 [창팝]"	리슨퓨어족	2026-02-02T14:15:00Z	2026-02-02T14:15:06Z	2026-02-02T14:19:21Z
23:20	맹혜리	https://youtu.be/Sojv5X9Bxc4	3:35	2	"인창페3 참가곡"	Sojv5X9Bxc4	UCMyXD9rg7rsUqSMCPy8CWng	MaKe_U_DaNCe	맹혜리	2026-02-02T14:20:00Z	2026-02-02T14:20:05Z	2026-02-02T14:25:40Z
23:25	"브론넷 박사"	https://youtu.be/TsX7zrs9EBs	2:53	2	"인창페3 참가곡"	TsX7zrs9EBs	UCwctujGepiKAYSGn_ctlplg	"키네창섭 - 들었다 놨다"	"브론넷 박사"	2026-02-02T14:25:00Z	2026-02-02T14:25:06Z	2026-02-02T14:29:58Z
23:30	DWAET	https://youtu.be/G4Dyb4bIyq0	3:17	2	"인창페3 참가곡"	G4Dyb4bIyq0	UC7GvbrpAQuBOsJMhJggto8Q	"[창팝] BROKEN HAPPINESS"	DWAET	2026-02-02T14:30:00Z	2026-02-02T14:30:06Z	2026-02-02T14:35:22Z
23:35	WHLilly	https://www.youtube.com/watch?v=kvzjaK4Nnlo	2:47	2		kvzjaK4Nnlo	UCeLDRGHGmkQMLm27nLxU9nQ	Fallen	WHLilly	2026-02-02T14:35:00Z	2026-02-02T14:35:06Z	2026-02-02T14:39:53Z
23:40	리플족	https://www.youtube.com/watch?v=YbW3fCyAOJQ	3:47	2		YbW3fCyAOJQ	UCTI9DA662wkFp3_QPuBHXpA	"Stars don't cry"	리플족	2026-02-02T14:40:00Z	2026-02-02T14:40:06Z	
23:45												
23:50												
23:55												
