time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	마슝좍	https://youtu.be/Fl6B_XbVBqQ?si=Kd6ThK1YWs1UGyD_	5:30	1		Fl6B_XbVBqQ	UCErnzAQb2jb53dkd0UJ6z5w	"[창팝] 殘音 (잔음)"	마슝좍	2026-02-18T14:00:00Z	2026-02-18T14:00:06Z	2026-02-18T14:06:37Z
23:05	롹슨족	https://youtu.be/n3VxMpLesrQ	3:29	2		n3VxMpLesrQ	UCuAJmJmkyEFSJd0rAxcG7lQ	"현미- My Story(2026 Ver.)"	롹슨족	2026-02-18T14:05:00Z	2026-02-18T14:05:06Z	2026-02-18T14:10:34Z
23:10	렌슝좍	https://youtu.be/iYvIvWGaCqA	3:11	2		iYvIvWGaCqA	UCcsFJhP7ay5dthUuClp6s7w	"바램 (feat. UNI)"	렌슝좍	2026-02-18T14:10:00Z	2026-02-18T14:10:06Z	2026-02-18T14:15:16Z
23:15	리스항르	https://youtu.be/EOaC5zUwBGA	3:53	2		EOaC5zUwBGA	UCFkPy1vgducXZysIeR2uwgw	"GIGA Changseop Thema - Warming UP"	리스항르	2026-02-18T14:15:00Z	2026-02-18T14:15:06Z	2026-02-18T14:21:01Z
23:20	머미슝좍	https://youtu.be/RHy9q7ZNmjU	3:13	2		RHy9q7ZNmjU	UCS7q34wxwIxtezOXztLpMCw	"멋진 신세계"	머미슝좍	2026-02-18T14:20:00Z	2026-02-18T14:20:06Z	2026-02-18T14:25:19Z
23:25	"QZE (Feat. Masaride)"	https://www.youtube.com/watch?v=Ma--SWaX34g	3:08	2		Ma--SWaX34g	UCVDe36n79-ZwcFxHYwxwtHA	"Highlight - QZE (Feat. Masaride)"	QZE	2026-02-18T14:25:00Z	2026-02-18T14:25:06Z	2026-02-18T14:30:14Z
23:30	리슝쫭	https://youtu.be/AfFZq_Hhsog	1:47	1		AfFZq_Hhsog	UCg7dRZ5RF9QZVkruvVDwLdQ	"창섭레인저 양심없스 (파워레인저 매직포스)"	리슝쫭	2026-02-18T14:33:00Z	2026-02-18T14:33:06Z	
23:35												
23:40												
23:45												
23:50												
23:55												
