time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	DWAET	https://youtu.be/I86gFjSGqLE	3:37	1		I86gFjSGqLE	UC7GvbrpAQuBOsJMhJggto8Q	"우산 접어 (신스팝 리믹스)"	DWAET	2026-02-23T14:00:00Z	2026-02-23T14:00:06Z	2026-02-23T14:04:42Z
23:05	자정의바다	https://youtu.be/k9IeDryY_tA	4:03	2		k9IeDryY_tA	UCbE0eT4XmQ2IOBiceqKJ4yQ	"리슝좍 - 여우비 (Kawaii Future Bass Remix)"	"자정의 바다"	2026-02-23T14:05:00Z	2026-02-23T14:05:06Z	2026-02-23T14:11:08Z
23:10	NATi	https://www.youtube.com/watch?v=PF7I74OV6VY	2:23	2		PF7I74OV6VY	UCBwi7cYOdBRpjs-XDrI_Oag	"Code: One-Three-Three-Three"	NATi	2026-02-23T14:10:00Z	2026-02-23T14:10:06Z	2026-02-23T14:14:27Z
23:15	pie	https://youtu.be/U_MLA6UTdXM?si=jgSSUQcP5zxia9xe	4:08	2		U_MLA6UTdXM	UC746JBWOkITyP1daLaTPnxw	"Memory about something 어쿠스틱 리믹스"	ᚂ	2026-02-23T14:15:00Z	2026-02-23T14:15:06Z	2026-02-23T14:21:14Z
23:20	Selmia	https://www.youtube.com/watch?v=T5Rr6tw_imM	1:56	2		T5Rr6tw_imM	UCECSUa_GaPYQi7CXOAHG5cA	"쌀 팜을 원해"	Selmia	2026-02-23T14:21:00Z	2026-02-23T14:21:16Z	2026-02-23T14:25:15Z
23:25					"21분 공개"							
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
