time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	해랑해랑	https://www.youtube.com/watch?v=JtCyV8KIlGk	3:01	1	다음영상링크못달수도있음	JtCyV8KIlGk	UC3pL6BP5rG6d-zL2RfH4zyA	"[창팝] 샷따를 내린다"	해랑해랑	2026-02-06T14:00:00Z	2026-02-06T14:00:06Z	2026-02-06T14:04:08Z
23:05	머미슝좍	https://youtu.be/b7tPkgSj2x8	2:37	1		b7tPkgSj2x8	UCS7q34wxwIxtezOXztLpMCw	그러니까?	머미슝좍	2026-02-06T14:05:00Z	2026-02-06T14:05:06Z	2026-02-06T14:08:43Z
23:10	머미슝좍	https://youtu.be/_eW-l71hVnM	2:37	1		_eW-l71hVnM	UCS7q34wxwIxtezOXztLpMCw	들이박자	머미슝좍	2026-02-06T14:10:00Z	2026-02-06T14:10:06Z	2026-02-06T14:13:42Z
23:15	100ktozero	https://youtu.be/aSALveykHks	2:47	1		aSALveykHks	UC4wJ20RKYaaA_v7WjFCBqww	"[창팝] 신창섭 - Mute"	100ktozero	2026-02-06T14:15:00Z	2026-02-06T14:15:06Z	2026-02-06T14:18:53Z
23:20	김dred	https://youtu.be/KOQN25aBZik	2:35	1		KOQN25aBZik	UCTc8W4fbpOKdwRkBsEHRzrQ	"[우리형] - DEAD"	김dred	2026-02-06T14:20:00Z	2026-02-06T14:20:05Z	2026-02-06T14:23:40Z
23:25	거울세계신창섭	https://youtu.be/rVQLncPo1nM	3:04	1		rVQLncPo1nM	UCRIiq2G1S_FRPkGjEV_APpg	"신창섭 나우 - 디렉터가 두쫀쿠를 뿌리는 2월 라이브"	거울세계신창섭	2026-02-06T14:25:00Z	2026-02-06T14:25:05Z	2026-02-06T14:29:10Z
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
