time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	이단아	https://youtu.be/s17htqxKJCc	?	2분	"인창페 제출곡"	s17htqxKJCc	UCN0oSeuRcCR6Vq1fBJqCE7Q	"[창팝] 창랜더"	이단아	2026-02-01T14:00:00Z	2026-02-01T14:00:06Z	2026-02-01T14:04:11Z
23:05	ㆀ	https://youtu.be/2w8wc8D4C9U	3:26	1분		2w8wc8D4C9U	UCFtoyZ1Ng5J7CEJ-0r--DZw	"장산숭 [50mang - 장산범]"	ㆀ	2026-02-01T14:05:00Z	2026-02-01T14:05:05Z	2026-02-01T14:09:31Z
23:10	독슝좍	https://youtu.be/xlIx8VcgPh4	4:42	1분		xlIx8VcgPh4	UCZvDzp98ak83aQFpXrBNfOw	"[창팝] 회고장"	독슝좍	2026-02-01T14:10:00Z	2026-02-01T14:10:06Z	2026-02-01T14:15:48Z
23:15	리플족	https://www.youtube.com/watch?v=6TAL-Jl39Jk	3:24	2분		6TAL-Jl39Jk	UCTI9DA662wkFp3_QPuBHXpA	Mountain.	리플족	2026-02-01T14:15:00Z	2026-02-01T14:15:06Z	2026-02-01T14:20:30Z
23:20	머미슝좍	https://youtu.be/vds80YGB_eM	3:49	1분		vds80YGB_eM	UCS7q34wxwIxtezOXztLpMCw	"라 라 라 라"	머미슝좍	2026-02-01T14:20:00Z	2026-02-01T14:20:06Z	2026-02-01T14:24:54Z
23:25	"jetspous J"	https://youtu.be/YwPNDH_v_-c	3:29	1분	"인창페 제출곡"	YwPNDH_v_-c	UCavDRvDgkRxZGRcinTAx_FQ	"[인디 창팝 페스티벌 3] 울면서 웃어보자"	"jetspous J"	2026-02-01T14:25:00Z	2026-02-01T14:25:06Z	2026-02-01T14:29:35Z
23:30	나는아무것도몰라요	https://youtu.be/UN7zuQuq2gY	3:55	1분	"인창페 제출곡"	UN7zuQuq2gY	UC0e0-1WmiGtfj1WFbDDuHRA	"[창팝] 가짜 신, 창, 섭"	나는아무것도몰라요	2026-02-01T14:30:00Z	2026-02-01T14:30:06Z	2026-02-01T14:35:01Z
23:35	TailloW	https://youtu.be/Pigs7eKmrMc	3:44	1분		Pigs7eKmrMc	UCVo_xwgWdHgCtdYIycCqy-g	"[창팝] Satan Ghost"	TailloW	2026-02-01T14:35:00Z	2026-02-01T14:35:05Z	2026-02-01T14:39:49Z
23:40	4lt3r	https://www.youtube.com/watch?v=0d34xG5My0o	3:28	1분	"4인 합작, 인창페 제출곡"	0d34xG5My0o	UC8cI3OGG585QFj7WfcRwWsg	"그대의 날씨는 어떻습니까? By 4lt3r + Luisa + QZE + WHLilly"	4lt3r	2026-02-01T14:40:00Z	2026-02-01T14:40:06Z	2026-02-01T14:44:24Z
23:45	에르망	https://youtu.be/dcWQ-Hc54rg	4:13	2분	"인창페 제출곡"	dcWQ-Hc54rg	UCn5n_dMQAXQRXkaqVvZ9IQA	"[창팝] 라라 - 평행선의 밤"	에르망	2026-02-01T14:45:00Z	2026-02-01T14:45:06Z	2026-02-01T14:51:19Z
23:50	나락에나락	https://youtu.be/RPncsz1A_hs	3:43	2분		RPncsz1A_hs	UCdNadM19-ZbQB8lDYBnIA3Q	"[창팝] -END"	나락에나락	2026-02-01T14:50:00Z	2026-02-01T14:50:06Z	
23:55	애플우유	https://youtu.be/ccRnWBEzSSI	3:08	2분	"인창페 제출곡"	ccRnWBEzSSI	UCDHtxrNxQ3GllSaktxkF2vw	"[칭핍] 파랑(波浪)"	애플우유	2026-02-01T14:55:00Z		
