time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	창섭이	https://youtu.be/3MEr0VjmTVQ	4:14	2		3MEr0VjmTVQ	UCGpz7I5JEixbGWA6dN65VsQ	돌아와줘	창섭이	2026-03-23T14:00:00Z	2026-03-23T14:00:06Z	2026-03-23T14:06:19Z
23:05	"자정의 바다"	"서사 대신 유전이 있으니까 | 부계유전 𝐑𝐞𝐦𝐢𝐱 플레이리스트"	25:00:00	2		n7k1mFzAP84	UCbE0eT4XmQ2IOBiceqKJ4yQ	"[𝗣𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 서사 대신 유전이 있으니까 | 부계유전 𝐑𝐞𝐦𝐢𝐱 플레이리스트"	"자정의 바다"	2026-03-23T14:05:00Z	2026-03-23T14:05:06Z	2026-03-23T14:32:01Z
23:10	"자정의 바다"											
23:15	"자정의 바다"											
23:20	"자정의 바다"											
23:25	"자정의 바다"											
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
