time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	나는아무것도몰라요	https://youtu.be/dyl1MEC6ZeQ	3:12	1		dyl1MEC6ZeQ	UC0e0-1WmiGtfj1WFbDDuHRA	"[창팝] 기록말살"	나는아무것도몰라요	2026-01-30T14:00:00Z	2026-01-30T14:00:06Z	2026-01-30T14:04:17Z
23:05	머미슝좍	https://youtu.be/1ZnjoWnec-U	4:09	1		1ZnjoWnec-U	UCS7q34wxwIxtezOXztLpMCw	행복해야하는데	머미슝좍	2026-01-30T14:05:00Z	2026-01-30T14:05:06Z	
23:10												
23:15												
23:20												
23:25												
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
