time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	"디제이창 DJ CHANG"	https://www.youtube.com/watch?v=ftdwRGY_wbA	?	?		ftdwRGY_wbA	UCZaipJb0utC_2uV_JBLBjag	"[창팝] 신창섭 - 쌀값경제환율(Feat, 기가재학)"	"디제이창 DJ CHANG"	2026-01-11T14:00:00Z	2026-01-11T14:00:27Z	2026-01-11T14:05:20Z
23:05	"히미카 스이"	https://www.youtube.com/watch?v=dpNvc8NuSLc	4:38	2	"다음 영상 링크 올리기가 힘들 수 있습니다, 양해 부탁드립니다."	dpNvc8NuSLc	UC0cMYZGtQT37TyAiAgTSawg	"[창팝] 히미카 스이 - 하늘이 맑아도 괜찮아"	"히미카 스이"	2026-01-11T14:05:00Z	2026-01-11T14:05:06Z	2026-01-11T14:11:43Z
23:10	탕이	https://www.youtube.com/watch?v=HWc1_xrwMm0	2:59:00	2		HWc1_xrwMm0	UCjzu6ZOdMfGeWcPr4LM_2dQ	동행	탕이	2026-01-11T14:10:00Z	2026-01-11T14:10:06Z	2026-01-11T14:15:05Z
23:15	렌슝좍	re:t	3:12	1		2rrS_mG483A	UCcsFJhP7ay5dthUuClp6s7w	re:t	렌슝좍	2026-01-11T14:15:00Z	2026-01-11T14:15:06Z	2026-01-11T14:19:17Z
23:20	렌슝좍	본연(本然)	2:42	2		b_R_zwOLw60	UCcsFJhP7ay5dthUuClp6s7w	본연(本然)	렌슝좍	2026-01-11T14:20:00Z	2026-01-11T14:20:06Z	2026-01-11T14:24:47Z
23:25	머미슝좍	https://youtu.be/265kPatfFjU	4:36	2		265kPatfFjU	UCS7q34wxwIxtezOXztLpMCw	"가 가 가 가"	머미슝좍	2026-01-11T14:25:00Z	2026-01-11T14:25:06Z	2026-01-11T14:31:41Z
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
