time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	리스항르	https://youtu.be/5VqArNvgTFg	4:16	2		5VqArNvgTFg	UCFkPy1vgducXZysIeR2uwgw	여운	리스항르	2026-04-29T14:00:00Z	2026-04-29T14:00:06Z	2026-04-29T14:06:23Z
23:05												
23:10	독슝좍	https://youtu.be/G-BJteVUWXY	3:14	2		G-BJteVUWXY	UCZvDzp98ak83aQFpXrBNfOw	"남기는 말 + 미공개 2곡"	독슝좍	2026-04-29T14:10:00Z	2026-04-29T14:10:06Z	
23:15												
23:20												
23:25												
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
