time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	독슝좍	https://www.youtube.com/watch?v=SkUmUaMjGMk	4:32	1		SkUmUaMjGMk	UCZvDzp98ak83aQFpXrBNfOw	"[창팝 | 자막] Spider Hotel"	독슝좍	2025-12-06T14:00:00Z	2025-12-06T14:00:06Z	2025-12-06T14:05:38Z
23:05												
23:10	체포낙	https://youtu.be/YXYAvTuAbaY	3:12	2		YXYAvTuAbaY	UCi35WeuD14KkTeCmVmqjDKg	"신창섭 - 신년선물"	체포낙	2025-12-06T14:10:00Z	2025-12-06T14:10:21Z	
23:15												
23:20												
23:25												
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
