time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	주차장P	https://youtu.be/--owS6YLuTg	"3:37 / 2분"	--owS6YLuTg	UCeVcMUl7CC4dlP1tHviW96Q	"섬 - Song by X슝좍 | 4K MV | 📱폰시청 추천📱"	주차장P	2025-09-13T14:00:00Z	2025-09-13T14:00:06Z	2025-09-13T14:06:04Z
23:05	이단아	https://youtu.be/J2LqKoJE-Jg?si=9A_YGPDLsTzF_ibv	"2:32 / 2분"	J2LqKoJE-Jg	UCN0oSeuRcCR6Vq1fBJqCE7Q	"신창순 - 창들송 (원곡: Franzl Lang - Yodeling)"	이단아	2025-09-13T14:05:00Z	2025-09-13T14:05:06Z	2025-09-13T14:10:02Z
23:10	celltrion	https://www.youtube.com/watch?v=ANNq0OduPF8	"4:19 / 1분"	ANNq0OduPF8	UCSXUwqrsaXe6qZhmlt7iXSw	"[낙서] 항구 댓글 가사로 만들기"	Celltrion	2025-09-13T14:10:00Z	2025-09-13T14:10:06Z	2025-09-13T14:15:54Z
23:15	상추토끼	https://youtu.be/Bug5vnWvfTU	"1:54 / 1분"	Bug5vnWvfTU	UCtU5w-7gQx-EGELB87XkDBA	"This is what falling rice prices feels like"	상추토끼	2025-09-13T14:15:00Z	2025-09-13T14:15:06Z	2025-09-13T14:18:29Z
23:20	맹혜리	https://youtu.be/ytZVdPB8sbI	"3:27/ 2분"	ytZVdPB8sbI	UCMyXD9rg7rsUqSMCPy8CWng	"메벤남 - 따잇하는 재미 (Bass House Remix)"	맹혜리	2025-09-13T14:20:00Z	2025-09-13T14:20:06Z	2025-09-13T14:25:34Z
23:25	거울세계신창섭	https://youtu.be/rp5_J1sapeM	3:53/2분	rp5_J1sapeM	UCRIiq2G1S_FRPkGjEV_APpg	"QnA 특집"	거울세계신창섭	2025-09-13T14:25:00Z	2025-09-13T14:25:06Z	
23:30										
23:35										
23:40										
23:45										
23:50										
23:55										
