time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	JOOGLE	https://www.youtube.com/watch?v=--evNx2qXoU	"4:09 / 2분"	--evNx2qXoU	UCZoCcTVnjccX9Oy9KtcWPlQ	"창팝) Copy Cat"	JOOGLE	2025-09-10T14:00:00Z	2025-09-10T14:00:06Z	2025-09-10T14:06:29Z
23:05	창팝용	https://youtu.be/sB7LVo0B2Xg	"3:25 / 2분"	sB7LVo0B2Xg	UC-6V2KF8UierJH9EXkjoQEw	"$$al - The Easiest Time"	창팝용	2025-09-10T14:05:00Z	2025-09-10T14:05:06Z	
23:10										
23:15										
23:20										
23:25										
23:30										
23:35										
23:40										
23:45										
23:50										
23:55										
