time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	리스항르	https://www.youtube.com/watch?v=SUhQ8imcREk	"5:00± / 2분"	SUhQ8imcREk	UCFkPy1vgducXZysIeR2uwgw	추상항해	리스항르	2025-09-21T14:00:00Z	2025-09-21T14:00:06Z	2025-09-21T14:06:34Z
23:05	이단아	https://www.youtube.com/watch?v=pyNaalrokwg	"1:49 / 2분"	pyNaalrokwg	UCN0oSeuRcCR6Vq1fBJqCE7Q	"₩onkey Tear - 메이플에 이백 질러 (원곡: Men's Tear - AK47)"	이단아	2025-09-21T14:05:00Z	2025-09-21T14:05:06Z	2025-09-21T14:08:57Z
23:10	리멤브란서족	https://www.youtube.com/watch?v=L5d5othi2MU	"4:04 / 1분"	L5d5othi2MU	UCyubHegqy_VnUcyvB1Glo5Q	"X슝좍 - GANG$T€R feat.창팝용, Novelist, 리멤브란서족"	리멤브란서족	2025-09-21T14:10:00Z	2025-09-21T14:10:06Z	2025-09-21T14:15:25Z
23:15	창팝용	https://youtu.be/Q0lY6QuSETY	"2:05 / 2분"	Q0lY6QuSETY	UC-6V2KF8UierJH9EXkjoQEw	"[복면창팝 개사 - 서브컬쳐] 쌀더지 쌀팔지"	창팝용	2025-09-21T14:15:00Z	2025-09-21T14:15:06Z	2025-09-21T14:19:28Z
23:20	ー	https://www.youtube.com/watch?v=1vvfnbqdzjY	"1:30 / 2분"	1vvfnbqdzjY	UC746JBWOkITyP1daLaTPnxw	"[창팝]소독전사 창섭 OP-날아라 창섭!"	ー	2025-09-21T14:20:00Z	2025-09-21T14:20:06Z	2025-09-21T14:23:53Z
23:25	Selmia	https://www.youtube.com/watch?v=KYfiY3et2vE	"3:44 / 2분"	KYfiY3et2vE	UCECSUa_GaPYQi7CXOAHG5cA	"해당 곡은 복면창팝 개사대회를 본 제 소감입니다"	Selmia	2025-09-21T14:25:00Z	2025-09-21T14:25:06Z	2025-09-21T14:31:04Z
23:30	롹슨족	https://youtu.be/-Q6l7uc6JTQ	"4:22/ 1분"	-Q6l7uc6JTQ	UCuAJmJmkyEFSJd0rAxcG7lQ	"[창팝][개사대회 출품]...대쓰요!(원곡: 가황,나훈아선생님""테스형"")"	롹슨족	2025-09-21T14:29:00Z	2025-09-21T14:29:06Z	2025-09-21T14:35:38Z
23:35	4lt3r	https://www.youtube.com/watch?v=mjsVhlzX2xQ	"2:08 / 2분"	mjsVhlzX2xQ	UC8cI3OGG585QFj7WfcRwWsg	"Ssal Ssal Revolution - 쌀인 Steps for Victory"	4lt3r	2025-09-21T14:35:00Z	2025-09-21T14:35:06Z	2025-09-21T14:39:28Z
23:40	ㆀ	https://youtu.be/Vw0qGseqsBw	"2:22 / 1분"	Vw0qGseqsBw	UCFtoyZ1Ng5J7CEJ-0r--DZw	"Rubber Sunjok [Mili - Rubber Human]"	ㆀ	2025-09-21T14:40:00Z	2025-09-21T14:40:06Z	2025-09-21T14:43:53Z
23:45	돗박	https://youtu.be/A1mBeDuosTs	"2:55 / 2분"	A1mBeDuosTs	UCd8tdZ0pY5z0hydqBhescMA	"지게로 (리게로 Remix)"	돗박	2025-09-21T14:45:00Z	2025-09-21T14:45:06Z	2025-09-21T14:50:29Z
23:50	새벽다섯시반	https://www.youtube.com/watch?v=L8g7gKwO8L8	"3:16 / 1분"	L8g7gKwO8L8	UC61sIGK7F17OGh1nxew9V3Q	"[복면창팝 개사대회 : 서브컬쳐 No.29 - 아마도 마지막] WAVE (원곡: niki feat.Lily - WAVE)"	새벽다섯시반	2025-09-21T14:50:00Z	2025-09-21T14:50:06Z	2025-09-21T14:54:24Z
23:55	니기리선족	https://youtu.be/C792Wv1Aoo0	4:00/1분	C792Wv1Aoo0	UCiACOKIsTEiwYTl7q1FTsTw	"선족의 행성 feat.주딱쨩"	니기리선족	2025-09-21T14:55:00Z		
