time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	창섭이	https://youtu.be/vxnd07Xb24E	3:39/2분	vxnd07Xb24E	UCGpz7I5JEixbGWA6dN65VsQ	"쌀숭이 - 공식이 뭘 알아"	창섭이	2025-09-24T14:00:00Z	2025-09-24T14:00:06Z	2025-09-24T14:05:54Z
23:05	물통도정	https://youtu.be/e40g1Hdqt48	3:34/2분	e40g1Hdqt48	UCsrInF6CK1bfsnMObuuZHGQ	"할만하지 않아?"	물통도정	2025-09-24T14:05:00Z	2025-09-24T14:05:06Z	2025-09-24T14:10:59Z
23:10	리슨퓨어족	https://youtu.be/tgcAXGxqUbY	4:20/2분	tgcAXGxqUbY	UCQoaeuPLmDIRebALnJtAipQ	"리슨족 - 파워 스트라이크 [창팝]"	리슨퓨어족	2025-09-24T14:10:00Z	2025-09-24T14:10:06Z	2025-09-24T14:16:34Z
23:15	상추토끼	https://youtu.be/msJ7RCH9ZWI	3분14초/2분	msJ7RCH9ZWI	UCtU5w-7gQx-EGELB87XkDBA	"창팝) [A TO Z]"	상추토끼	2025-09-24T14:15:00Z	2025-09-24T14:15:06Z	2025-09-24T14:20:30Z
23:20	창팝용	https://youtu.be/NQSDudSFFRE?si=FZk0qAnLdA_CkwhZ	3:58/2분	NQSDudSFFRE	UC-6V2KF8UierJH9EXkjoQEw	"[창팝] Two Viewpoints"	창팝용	2025-09-24T14:20:00Z	2025-09-24T14:20:06Z	2025-09-24T14:26:25Z
23:25	Selmia	https://www.youtube.com/watch?v=2Il0X7seXnM	1:19/2분	2Il0X7seXnM	UCECSUa_GaPYQi7CXOAHG5cA	"쌀 팔길 원해"	Selmia	2025-09-24T14:25:00Z	2025-09-24T14:25:06Z	2025-09-24T14:28:28Z
23:30	X슝좍	https://youtu.be/2nGCuNnD8WA?si=rrGwS4Dg5UllJ3EZ	"3:02 / 2분"	2nGCuNnD8WA	UCwdDV9XK5gFeycIhQZEaKhQ	"deep sea phobia"	X슝좍	2025-09-24T14:30:00Z	2025-09-24T14:30:06Z	2025-09-24T14:35:34Z
23:35	주차장P	https://youtu.be/rrrSdYyJPqA	"4:35 / 1분"	rrrSdYyJPqA	UCeVcMUl7CC4dlP1tHviW96Q	"[복면힙합] 굿판 | 4K Lyric Video"	주차장P	2025-09-24T14:35:00Z	2025-09-24T14:35:21Z	2025-09-24T14:40:57Z
23:40										
23:45	새우	https://youtu.be/-BP3nu-1BHc	"04:08 / 2분"	-BP3nu-1BHc	UCWEn2VAf90rc14SbPVLVKAw	"디렉터S [重音テトSV cover] (시이나 모타 - 소녀A)"	새우	2025-09-24T14:45:00Z	2025-09-24T14:45:06Z	2025-09-24T14:51:29Z
23:50										
23:55	주차장P	https://www.youtube.com/watch?v=J71F-vfYbRc	"사람있으면 비켜드림
이거 MR임"	J71F-vfYbRc	UCeVcMUl7CC4dlP1tHviW96Q	"쉼,표 Inst With Lyric Video"	주차장P	2025-09-24T15:00:00Z		
