time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	롹슨족	"저녁에 업로드할게요"	3:57/1분							
23:05	리스항르	로벨리아	4:13/2분							
23:10	쵸마린	오버라이스	2:20/3분							
23:15	창팝용	https://youtu.be/UsSqwq5SVMI?si=uJrrXwxDaLXrff5W	4:29/2분	UsSqwq5SVMI	UC-6V2KF8UierJH9EXkjoQEw	"쌀터렛 - 빨개질게 (Feat. @체포낙/POV : 신창섭)"	창팝용	2025-09-20T14:15:00Z	2025-09-20T14:15:06Z	2025-09-20T14:22:05Z
23:20	리플족	https://www.youtube.com/watch?v=pjdyXcdZUpw	"4:03 / 2분"	pjdyXcdZUpw	UCTI9DA662wkFp3_QPuBHXpA	"주차장P - 쉼,표 Remix"	리플천백원에풀매수족	2025-09-20T14:20:00Z	2025-09-20T14:20:06Z	2025-09-20T14:26:29Z
23:25	리스항르	https://youtu.be/3F72FRFgqXo?si=nWNjo213RiYjvtFM	4:13/2분	3F72FRFgqXo	UCFkPy1vgducXZysIeR2uwgw	To.약코존나하는티니핑	리스항르	2025-09-20T14:25:00Z	2025-09-20T14:25:06Z	2025-09-20T14:31:04Z
23:30	신창섭팬계정	https://www.youtube.com/watch?v=x7TZwMJxwjg	4:15/1분	x7TZwMJxwjg	UCqvuxkREMwqkxRUsTjAAnng	running	"신창섭 팬계정"	2025-09-20T14:30:00Z	2025-09-20T14:30:06Z	2025-09-20T14:35:34Z
23:35	ー	https://youtu.be/oY_nkPs7AUs	"4:39 / 2분"	oY_nkPs7AUs	UC746JBWOkITyP1daLaTPnxw	[창팝]涙III	ー	2025-09-20T14:35:00Z	2025-09-20T14:35:06Z	2025-09-20T14:42:04Z
23:40										
23:45										
23:50										
23:55										
