time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	롹슨족	https://youtu.be/Bigmx5_1MrY	3:40/1분	Bigmx5_1MrY	UCuAJmJmkyEFSJd0rAxcG7lQ	"로창팝)선생님, 락이 하고싶어요.  "	롹슨족	2025-09-04T13:59:00Z	2025-09-04T13:59:06Z	2025-09-04T14:05:03Z
23:05	창팝용	https://youtu.be/DCbhFABrjjM	2:33/2분	DCbhFABrjjM	UC-6V2KF8UierJH9EXkjoQEw	"메벤남 하드코어"	창팝용	2025-09-04T14:05:00Z	2025-09-04T14:05:06Z	2025-09-04T14:10:03Z
23:10	리슨퓨어족	https://youtu.be/23nn--WEn90	3:13/1분	23nn--WEn90	UCQoaeuPLmDIRebALnJtAipQ	"신창섭 - 창팝 디스코 [창팝]"	리슨퓨어족	2025-09-04T14:10:00Z	2025-09-04T14:10:06Z	2025-09-04T14:14:25Z
23:15	물통도정	https://youtu.be/6qCq5bBwb0c	4:32/1분	6qCq5bBwb0c	UCsrInF6CK1bfsnMObuuZHGQ	"신창순 - 문제 푸는 방법 찾기"	물통도정	2025-09-04T14:15:00Z	2025-09-04T14:15:06Z	
23:20										
23:25										
23:30										
23:35										
23:40										
23:45										
23:50										
23:55										
