time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	창팝용	https://youtu.be/lovMZhJxWtY?si=59C8tEVaq7DxL-q1	"3:05 / 2분"	lovMZhJxWtY	UC-6V2KF8UierJH9EXkjoQEw	"メベン男 - アルファ遺伝子 (메벤남 - 알파 유전자)"	창팝용	2025-09-11T14:00:00Z	2025-09-11T14:00:06Z	2025-09-11T14:05:33Z
23:05	TailloW	https://youtu.be/8QPvymE0lWU	"3:20 / 2분"	8QPvymE0lWU	UCVo_xwgWdHgCtdYIycCqy-g	"[창팝] 칼퇴"	TailloW	2025-09-11T14:05:00Z	2025-09-11T14:05:06Z	2025-09-11T14:10:27Z
23:10	체포낙	https://www.youtube.com/watch?v=q7o7kyNHXUI	"2:15 / 2분"	q7o7kyNHXUI	UCi35WeuD14KkTeCmVmqjDKg	"Maple No | 신창섭 디렉터 (25.09.11) 라이브 2분 15초 요약"	체포낙	2025-09-11T14:10:00Z	2025-09-11T14:10:06Z	2025-09-11T14:14:30Z
23:15										
23:20										
23:25										
23:30										
23:35										
23:40										
23:45										
23:50										
23:55										
