time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	"브론넷 박사"	https://youtu.be/Dyexn_J4-IU?si=wmQvKKv_I09VhzXj	"1:31 / 2분"	Dyexn_J4-IU	UCwctujGepiKAYSGn_ctlplg	"쌀값 나 락! OP - 창섭 콤플렉스"	"브론넷 박사"	2025-09-23T14:00:00Z	2025-09-23T14:00:06Z	2025-09-23T14:03:55Z
23:05	맹혜리	https://youtu.be/gaMEfO7lnoE	3:31/2분	gaMEfO7lnoE	UCMyXD9rg7rsUqSMCPy8CWng	"愛 Line(아이 라인) (Yakousei Remix)"	맹혜리	2025-09-23T14:05:00Z	2025-09-23T14:05:05Z	2025-09-23T14:11:03Z
23:10	신창섭팬계정	https://www.youtube.com/watch?v=YRF1n4DMhAs&feature=youtu.be	05:42/3분	YRF1n4DMhAs	UCqvuxkREMwqkxRUsTjAAnng	extra	"신창섭 팬계정"	2025-09-23T14:10:00Z	2025-09-23T14:10:06Z	2025-09-23T14:18:55Z
23:15	신창섭팬계정									
23:20	창팝용	https://youtu.be/1hqYbGVfqYk?si=te_wRItDT1kbTw8L	3:40/1분	1hqYbGVfqYk	UC-6V2KF8UierJH9EXkjoQEw	"[복면창팝 개사대회 - 메인] $PIK HIGH - 불법소설 (Maple Story) (Feat. $UE)"	창팝용	2025-09-23T14:20:00Z	2025-09-23T14:20:06Z	2025-09-23T14:25:03Z
23:25	ㆀ	https://youtu.be/c1AiOm_OuI8	3:34/1분	c1AiOm_OuI8	UCFtoyZ1Ng5J7CEJ-0r--DZw	"신창섭&쌀숭이 - 잔소리 [아이유&슬옹 - 잔소리]"	ㆀ	2025-09-23T14:25:00Z	2025-09-23T14:25:06Z	2025-09-23T14:29:58Z
23:30	뮤버	https://youtu.be/pnFJvhA-4Kk	"2:16 / 1분"	pnFJvhA-4Kk	UCD2krO8hCqSM1Szqlpiiv-Q	"[창팝] Tapping Jumping (개사대회 서브 15)"	뮤버mewver	2025-09-23T14:30:00Z	2025-09-23T14:30:06Z	2025-09-23T14:33:29Z
23:35										
23:40										
23:45										
23:50										
23:55										
