time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	4lt3r	https://www.youtube.com/watch?v=zWiSMNvgx6o	"4:08 / 1분"	zWiSMNvgx6o	UC8cI3OGG585QFj7WfcRwWsg	"[창팝] 정의의 쌀숭이"	4lt3r	2025-09-07T14:00:00Z	2025-09-07T14:00:06Z	2025-09-07T14:05:34Z
23:05	"습작노트 / ETUDENOTE"	https://youtu.be/awQJryzEA34	"3:33 / 2분"	awQJryzEA34	UCDHfRJlvI3yA5R5zOfLl6CA	"메벤남 -쌀파메일 $$ALPHA MALE"	"습작노트 / ETUDENOTE"	2025-09-07T14:05:00Z	2025-09-07T14:05:07Z	2025-09-07T14:10:59Z
23:10										
23:15										
23:20										
23:25										
23:30		"[창팝] 가사 합작 - WALK playlist"								
23:35										
23:40										
23:45										
23:50										
23:55										
