time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	리자예	https://www.youtube.com/watch?v=oi8U0XVoIac	"3:18 / 2분"	oi8U0XVoIac	UCkwiHDYrZyavDvljLPLAFQA	"[창팝] 리보쿠노 댄스 (개사: 브리키의 댄스)"	리자예	2025-09-22T14:00:00Z	2025-09-22T14:00:06Z	2025-09-22T14:05:29Z
23:05	체포낙	https://www.youtube.com/watch?v=PIHdozH2pVo	"4:21 / 1분"	PIHdozH2pVo	UCi35WeuD14KkTeCmVmqjDKg	"리썅 - 벌레이놈 (원곡: 리쌍 - 발레리노)"	체포낙	2025-09-22T14:05:00Z	2025-09-22T14:05:06Z	2025-09-22T14:10:33Z
23:10	창팝용	https://youtu.be/UaEVR8hLNX0?si=InP90RyzOGJTjtx0	"3:11 / 2분"	UaEVR8hLNX0	UC-6V2KF8UierJH9EXkjoQEw	"[창팝] REFresh"	창팝용	2025-09-22T14:10:00Z	2025-09-22T14:10:06Z	2025-09-22T14:15:29Z
23:15	"브론넷 박사"	https://youtu.be/umveYNObLg8	"3:36 / 1분"	umveYNObLg8	UCwctujGepiKAYSGn_ctlplg	"(창)낼 -  stay"	"브론넷 박사"	2025-09-22T14:15:00Z	2025-09-22T14:15:06Z	2025-09-22T14:20:04Z
23:20	뮤버	https://youtu.be/3ad8SRLpq1c	"3:40 / 1분"	3ad8SRLpq1c	UCD2krO8hCqSM1Szqlpiiv-Q	"[창팝] 레드라벨벳 - Korean roulette"	뮤버mewver	2025-09-22T14:20:00Z	2025-09-22T14:20:06Z	2025-09-22T14:24:59Z
23:25	상추토끼	https://youtu.be/l66EDuHuswA	3분31초/1분	l66EDuHuswA	UCtU5w-7gQx-EGELB87XkDBA	"[창팝]진정해 (Calm Down)"	상추토끼	2025-09-22T14:25:00Z	2025-09-22T14:25:06Z	2025-09-22T14:30:03Z
23:30	대가리텅텅	https://youtu.be/inc_48C6d_0	"2:07 / 2분"	inc_48C6d_0	UCeI1wTYnS3lUL4C2jC06KPg	"물통 있으면 ( 원곡  : 너랑 있으면 )"	아무생각없는거같기도하고아닌거같기도	2025-09-22T14:30:00Z	2025-09-22T14:30:06Z	2025-09-22T14:34:28Z
23:35										
23:40										
23:45										
23:50										
23:55										
