time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	순수창팝야호오늘1등	https://youtu.be/7HIDE29WVTE?si=ywigdzT1eaDBo7U3	1분?2분?/2:36	7HIDE29WVTE	UC8aoMIE45iMn9LHdMFZ1_kQ	"메벤남 - 창팝 죽이는 법"	순수창팝	2025-08-18T14:00:00Z	2025-08-18T14:00:06Z	2025-08-18T14:04:03Z
23:05	기랑	https://youtu.be/aqxJDdXm3QE	4:55/1분	aqxJDdXm3QE	UC2RNv0F5PgAXldjNwU3eTaA	"[창팝] 담배"	기랑	2025-08-18T14:05:00Z	2025-08-18T14:05:06Z	2025-08-18T14:12:02Z
23:10	너구리돌격대장	https://youtu.be/pAsAkOKud7M?si=uK98iDq8wx5A7Tqo	3:48/2분	pAsAkOKud7M	UCnJ-cv-tud5PAkwgui1gwwg	"갖고 놀래 ( Feat. 메벤남 )"	너구리돌격대장	2025-08-18T14:10:00Z	2025-08-18T14:10:06Z	2025-08-18T14:15:55Z
23:15	4lt3r	https://www.youtube.com/watch?v=i18t0qsLwto	3:13/2분	i18t0qsLwto	UC8cI3OGG585QFj7WfcRwWsg	"검은 심장"	4lt3r	2025-08-18T14:15:00Z	2025-08-18T14:15:06Z	2025-08-18T14:20:29Z
23:20	창섭이	https://youtu.be/IaEf89BJGAA	5:30/1분	IaEf89BJGAA	UCGpz7I5JEixbGWA6dN65VsQ	야경	창섭이	2025-08-18T14:20:00Z	2025-08-18T14:20:06Z	2025-08-18T14:27:04Z
23:25	창팝용	https://youtu.be/f3YbOR5zHvA	3:18/2분	f3YbOR5zHvA	UC-6V2KF8UierJH9EXkjoQEw	"[창팝] IDIOTS"	창팝용	2025-08-18T14:25:00Z	2025-08-18T14:25:06Z	2025-08-18T14:30:28Z
23:30	쌀팝기습시위	https://www.youtube.com/watch?v=uubZto9Ffc8	"3:00 / 2분"	uubZto9Ffc8	UCnvxE8kTIh2pN_LQwf7AV5w	"🌾쌀먹혁명🌾(음율 - 피차일반)"	"도사의 길"	2025-08-18T14:30:00Z	2025-08-18T14:30:06Z	2025-08-18T14:35:22Z
23:35	TailloW	https://youtu.be/Is4O0vmsMAA	"4:32 / 1분"	Is4O0vmsMAA	UCVo_xwgWdHgCtdYIycCqy-g	[창팝]만년필	TailloW	2025-08-18T14:35:00Z	2025-08-18T14:35:06Z	2025-08-18T14:40:59Z
23:40	리스항르	https://youtu.be/Eo36sbBmMBE?si=0mb-Wcn9CL38ZdIw	3:47/2분	Eo36sbBmMBE	UCFkPy1vgducXZysIeR2uwgw	"초인 (Übermensch)"	리스항르	2025-08-18T14:40:00Z	2025-08-18T14:40:06Z	2025-08-18T14:45:53Z
23:45	리플	https://www.youtube.com/watch?v=0n6v2OPhXf8	"4 / 2분"	0n6v2OPhXf8	UCTI9DA662wkFp3_QPuBHXpA	"??? REMIX DEMO"	리플천백원에풀매수족	2025-08-18T14:45:00Z	2025-08-18T14:45:06Z	2025-08-18T14:51:34Z
23:50	Selmia	https://www.youtube.com/watch?v=EyWOl8fV1XQ	3:29/2분	EyWOl8fV1XQ	UCECSUa_GaPYQi7CXOAHG5cA	"메이드 인 헤븐"	Selmia	2025-08-18T14:50:00Z	2025-08-18T14:50:06Z	2025-08-18T14:55:59Z
23:55										
