time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	롹슨족	https://youtu.be/MO_YaYb8tIg?si=aq9xR8Dd5bnhZXni	3:24/1분	MO_YaYb8tIg	UCdRccf9qDxCTpxb7wLmCnnQ	"주차장 찬가"	롹슨족의_은밀한_항아리구멍	2025-08-17T13:59:00Z	2025-08-17T13:59:06Z	2025-08-17T14:04:56Z
23:05	오판의주범	https://youtu.be/fOV1J_07wUM?si=WmgK7W9gybwURRpY	2:10/2분	fOV1J_07wUM	UCzxuhXCe5l_XQYJaAEwUvRw	"쌀 때문이지 뭐 (원곡 : 류채경 - 돈 때문이지 뭐)"	오판의주범	2025-08-17T14:05:00Z	2025-08-17T14:05:06Z	2025-08-17T14:09:28Z
23:10	AXION	https://youtu.be/IiPZ0GXUtK4	3:54/1분	IiPZ0GXUtK4	UC57Xp6dcphmG34E9qsvkfKA	"[창팝] 악귀"	Axion	2025-08-17T14:10:00Z	2025-08-17T14:10:06Z	2025-08-17T14:15:29Z
23:15	용슝좍	https://youtu.be/ElRERQ1Y8m0	"2:01/2분, 창?팝"	ElRERQ1Y8m0	UCNA0Y7duHiQIoE9l-UC66yQ	"[짹팝] 체포해"	용슝좍	2025-08-17T14:15:00Z	2025-08-17T14:15:06Z	2025-08-17T14:19:23Z
23:20	"습작노트 / ETUDENOTE"	https://youtu.be/Ez65seTzcU0	"3:03 / 2분"	Ez65seTzcU0						
23:25	거울세계신창섭	https://www.youtube.com/watch?v=Nqf29yVs9HU	4:30/2분	Nqf29yVs9HU	UCRIiq2G1S_FRPkGjEV_APpg	"신창섭 나우 - 2025년 8월"	거울세계신창섭	2025-08-17T14:25:00Z	2025-08-17T14:25:06Z	2025-08-17T14:31:59Z
23:30	AlphaGo	https://youtu.be/6c5nsZbrOUk	3:15/2분	6c5nsZbrOUk	UC_9gqm7fBpWyozpAfmRSINA	"신창섭 - 창팝이 불편하니"	AlphaGo	2025-08-17T14:30:00Z	2025-08-17T14:30:06Z	2025-08-17T14:35:33Z
23:35										
23:40	" "									
23:45										
23:50										
23:55		https://www.youtube.com/watch?v=EQ1jcCgctBM		EQ1jcCgctBM	UCeR-QIy7p16t85d1Lspqu6g	"[창팝] 쌀숭이 밥줄컷 ㅊㅊㅊ"	"스피노의혈육 (멸종)"	2025-08-16T14:55:00Z	2025-08-16T14:55:06Z	2025-08-16T15:00:28Z
