time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	리멤브란서족	https://youtu.be/qjPDcWQXDIU	2:09/1분	qjPDcWQXDIU	UCyubHegqy_VnUcyvB1Glo5Q	"RAREB에 안전하게 련락하는 방법"	리멤브란서족	2025-08-30T14:00:00Z	2025-08-30T14:00:06Z	2025-08-30T14:03:23Z
23:05	behidin	https://www.youtube.com/watch?v=wIwD6XtYj_A	3:27/1분	wIwD6XtYj_A	UCzbx0JrNNjRS3We7OnvaTow	"Ever Story"	behidin	2025-08-30T14:05:00Z	2025-08-30T14:05:07Z	2025-08-30T14:10:04Z
23:10	맹혜리	https://youtu.be/b0-r_3FqrTk	4:02/1분	b0-r_3FqrTk	UCMyXD9rg7rsUqSMCPy8CWng	"삐릿삐릿 (BEE BOO BAP) (UK Garage Remix)"	맹혜리	2025-08-30T14:10:00Z	2025-08-30T14:10:06Z	2025-08-30T14:15:29Z
23:15	pie.	https://youtu.be/Qxy5Wue0xBg?si=JkHMb8kwSqM56M38	2:30/2분	Qxy5Wue0xBg	UC746JBWOkITyP1daLaTPnxw	"Hello, Maplers! (ILLEGAL REMIX)"	π	2025-08-30T14:15:00Z	2025-08-30T14:15:06Z	
23:20										
23:25										
23:30										
23:35										
23:40										
23:45										
23:50										
23:55										
