time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	독슝좍	아이돌대회								
23:05	창팝용	"[아이돌 대회 참가작]"								
23:10	창팝용	https://youtu.be/Ij28JwiE6XE?si=1dUE_rRNhuHLoSrT	"3:58 / 1분"	Ij28JwiE6XE	UC-6V2KF8UierJH9EXkjoQEw	"쌀숭이 - 好きと嫌いの間 (좋음과 싫음 사이)"	창팝용	2025-08-14T14:10:00Z	2025-08-14T14:10:06Z	2025-08-14T14:15:04Z
23:15	리스항르	https://youtu.be/zoWZUmy5kgw?si=g4FgJzWg56ghJ9zc	"3:17 / 2분"	zoWZUmy5kgw	UCFkPy1vgducXZysIeR2uwgw	"Cry Alond"	리스항르	2025-08-14T14:15:00Z	2025-08-14T14:15:06Z	2025-08-14T14:20:26Z
23:20	4lt3r	"아이돌대회 참가작"								
23:25	리플	https://www.youtube.com/watch?v=nEGHHjvO7X8	"4:05 / 1분"	nEGHHjvO7X8	UCTI9DA662wkFp3_QPuBHXpA	"DJ콩 & 빌리언창 EDM 페스티벌 feat.붓다창섭"	리플천백원에풀매수족	2025-08-14T14:25:00Z	2025-08-14T14:25:06Z	2025-08-14T14:30:29Z
23:30	TailloW	https://youtu.be/Uqr57n2lqyI	"3:06 / 2분"	Uqr57n2lqyI	UCVo_xwgWdHgCtdYIycCqy-g	"[창팝, 아이돌대회]殺墨歌"	TailloW	2025-08-14T14:30:00Z	2025-08-14T14:30:06Z	2025-08-14T14:35:29Z
23:35	체포낙	https://youtu.be/AN2Jky2GwPE	"2:41 / 2분"	AN2Jky2GwPE	UCi35WeuD14KkTeCmVmqjDKg	"쌀숭이 - 쌀 사줘"	체포낙	2025-08-14T14:35:00Z	2025-08-14T14:35:06Z	2025-08-14T14:40:01Z
23:40	맹혜리	https://youtu.be/19bTuxi--f8	"4:09 / 2분"	19bTuxi--f8	UCMyXD9rg7rsUqSMCPy8CWng	"툭툭 | May+"	맹혜리	2025-08-14T14:40:00Z	2025-08-14T14:40:06Z	2025-08-14T14:46:30Z
23:45	황금새장속햄스터	https://www.youtube.com/watch?v=FLHBl-w7v7g&feature=youtu.be	"3:12/ 2분"	FLHBl-w7v7g	UC-gVDcN8CCSgC5dIkI21nQg	"Nomaz - Useless"	"황금새장 속 햄스터"	2025-08-14T14:45:00Z	2025-08-14T14:45:06Z	2025-08-14T14:50:33Z
23:50	리스항르	https://youtu.be/jktJ_PUdxYU?si=_xQ2vQCLp9MfgJdS	2:43/2분	jktJ_PUdxYU	UCFkPy1vgducXZysIeR2uwgw	"TOP3 - 나는 창팝을 사랑한게아냐"	리스항르	2025-08-14T14:50:00Z	2025-08-14T14:50:06Z	2025-08-14T14:54:59Z
23:55	리멤브란서족	https://youtu.be/5GDFfmR9quE	4:06/1분	5GDFfmR9quE	UCyubHegqy_VnUcyvB1Glo5Q	"[아이돌대회 22번] MTXQ! 미트라사米特羅司 - Still smells like 리선족 MV"	리멤브란서족	2025-08-14T14:55:00Z	2025-08-14T14:55:06Z	2025-08-14T15:00:29Z
