time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	국밥아조시	https://www.youtube.com/watch?v=k9Sz8XUp-fw	"04:29 / 1분"	k9Sz8XUp-fw	UCjmv99FmAMMdWCeadVPzm6w	"[모비노기 MML] 창팝 - 유령선 커버 3인합주"	국밥아조시	2025-08-22T14:00:00Z		
23:05	쵸마린	https://youtu.be/QLUSJhAzgKo?si=XykRKqfoMVEDgRyQ	03:00/2분	QLUSJhAzgKo	UCBDz0eYq2j40pTeCmBGosNQ	"[창팝] 모니터링 (モニタリング)"	"쵸마린 『ちょマリン』"	2025-08-22T14:05:00Z		
23:10	대노코부계정	https://youtu.be/KbgIii9gRAc	"03:00 / 2분"	KbgIii9gRAc	UCfaY7BjYBQvrBQZi_Rk5L3Q	영차영차	대노코부계정	2025-08-22T14:10:00Z		
23:15	주차장P	https://youtu.be/-E3dNqauInI	"4:15/2분
(11:14분부터 카운트 다운)"	-E3dNqauInI	UCeVcMUl7CC4dlP1tHviW96Q	"변함없는 (feat.@릴창섭 ) | 4K MV"	주차장P	2025-08-22T14:14:00Z		
23:20	리플족	https://www.youtube.com/watch?v=ZNCtX5yOHsI	"4:24 / 1분"	ZNCtX5yOHsI	UCTI9DA662wkFp3_QPuBHXpA	"은하수 저편에서"	리플천백원에풀매수족	2025-08-22T14:20:00Z		
23:25	상추토끼	https://youtu.be/w5yVuuZK9wM?si=FfQ2JNx1EfDTydsi	03:09/2분	w5yVuuZK9wM	UCtU5w-7gQx-EGELB87XkDBA	[창팝]슈퍼바이러스	상추토끼	2025-08-22T14:26:00Z		
23:30	창팝용	https://youtu.be/SIFdu6nY3NU	"3:34 / 2분"	SIFdu6nY3NU	UC-6V2KF8UierJH9EXkjoQEw	"[해적팝] My OGs (Gangsta Rap)"	창팝용	2025-08-22T14:30:00Z		
23:35										
23:40										
23:45										
23:50										
23:55										
