time_slot	column_a	column_b	column_c	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	4lt3r	"昌燮の金糸 (창섭의 돈줄)"	2:23/2분							
23:05	리슨퓨어족	https://www.youtube.com/watch?v=d9flyyiOKkk	2:28/1분	d9flyyiOKkk	UCQoaeuPLmDIRebALnJtAipQ	"리슨족 - 고인물 [창팝]"	리슨퓨어족	2025-08-12T14:05:00Z	2025-08-12T14:05:06Z	2025-08-12T14:08:33Z
23:10	"황금새장 속 햄스터"		"2:59 / 1분"							
23:15										
23:20										
23:25										
23:30										
23:35										
23:40										
23:45										
23:50										
23:55										
