time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	x슝좍	https://youtu.be/RiGGh64hTXw?si=_1YEv1_f1RoWdjcU	3:27	2		RiGGh64hTXw	UCwdDV9XK5gFeycIhQZEaKhQ	"2nd album: A.L  - track 3. Back light (feat. @이단아 )"	X슝좍	2025-10-14T14:00:00Z	2025-10-14T14:00:06Z	2025-10-14T14:05:58Z
23:05		"왜 아무도 업ㄱ음"										
23:10		"ㄴ 몰라"										
23:15		"아까 한 명 있엇는데 마무리에 실패했대"										
23:20		"최공 농가 망했네 아ㅏㅏㅏㅏㅏㅏㅏㅏㅏ"										
23:25		"아ㅏㅏ아아아아ㅏ 끝물이네ㅔㅔㅇ에ㅔ"										
23:30		"침 게 로"										
23:35												
23:40												
23:45												
23:50												
23:55												
