time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	롹슨족	"[창팝]침몰하는 해적선을 위하여!"	3:05	1	감사용♡	OG4fNyIspes	UCuAJmJmkyEFSJd0rAxcG7lQ	"[창팝]침몰하는 해적선을 위하여!"	롹슨족	2025-10-16T14:00:00Z	2025-10-16T14:00:06Z	2025-10-16T14:04:27Z
23:05	"신창섭 추종자"	https://youtu.be/A4-jqwDHbMc	3:19	1	"_( ´ ω `_)⌒)_"	A4-jqwDHbMc	UCKjElas7_arqvDDANz7rzwA	엄마미안해	"신창섭 추종자"	2025-10-16T14:05:00Z	2025-10-16T14:05:06Z	2025-10-16T14:09:28Z
23:10	TailloW	https://youtu.be/eJnLoX7I7r0	2:52	2	"시험공부중이라 제 뒤에 촤공걸면 고정링크 못 할 수도 있어요 ㅠㅠ"	eJnLoX7I7r0	UCVo_xwgWdHgCtdYIycCqy-g	"[창팝] 바다, 쓰기"	TailloW	2025-10-16T14:10:00Z	2025-10-16T14:10:06Z	2025-10-16T14:14:58Z
23:15												
23:20												
23:25												
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
