time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	리슨퓨어족	https://youtu.be/WUx8KjsrHpo	3:31	1분		WUx8KjsrHpo	UCQoaeuPLmDIRebALnJtAipQ	"리피스 ED -  여섯갈래길 [창팝]"	리슨퓨어족	2025-10-21T14:00:00Z	2025-10-21T14:00:06Z	2025-10-21T14:05:04Z
23:05	김dred	https://youtu.be/3LsqdfNtTPM	2:46	2분		3LsqdfNtTPM	UCTc8W4fbpOKdwRkBsEHRzrQ	"팡이요 악몽"	김dred	2025-10-21T14:05:00Z	2025-10-21T14:05:06Z	2025-10-21T14:09:58Z
23:10	도길	https://youtu.be/Vdhp3-bL1Fo	3:06	2분		Vdhp3-bL1Fo	UCnvxE8kTIh2pN_LQwf7AV5w	"[MV] 루시드 왈츠"	도길	2025-10-21T14:11:00Z	2025-10-21T14:11:06Z	2025-10-21T14:15:27Z
23:15	φ.	https://youtu.be/vMVYY2Lz-_s	4:09	2분		vMVYY2Lz-_s	UCgeNiOz_DNwkL-ob5clUdhw	"不命者 Revisited "	φ.	2025-10-21T14:15:00Z	2025-10-21T14:15:06Z	
23:20												
23:25												
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
