time_slot	column_a	column_b	column_c	column_d	column_e	video_id	channel_id	title	channel_title	scheduled_start_time	actual_start_time	actual_end_time
23:00	렌슝좍	"너에게로 접속"	2:36	1		bTupsp5EhxY	UCcsFJhP7ay5dthUuClp6s7w	"너에게로 접속"	렌슝좍	2025-10-05T14:00:00Z	2025-10-05T14:00:06Z	2025-10-05T14:03:58Z
23:05	대가리텅텅	Сукабулат	3:23	1		YE6AFu4lylg	UCeI1wTYnS3lUL4C2jC06KPg	"리슝작 - Сукабулат"	아무생각없는거같기도하고아닌거같기도	2025-10-05T14:05:00Z	2025-10-05T14:05:06Z	2025-10-05T14:09:28Z
23:10	창팝용	"Unchanged Love"	2:58	1		p454uu6rguA	UC-6V2KF8UierJH9EXkjoQEw	"쌀숭이땅 - Unchanged Love (Future Funk/City Pop)"	창팝용	2025-10-05T14:10:00Z	2025-10-05T14:10:06Z	2025-10-05T14:14:04Z
23:15	리ᄉퟄᆫ좍	https://youtu.be/anWiYmbQAvQ?	2:37	1		anWiYmbQAvQ	UCUPvEC47YXCibYHotpSur7g	덤	리ᄉퟄᆫ좍	2025-10-05T14:15:00Z	2025-10-05T14:15:06Z	2025-10-05T14:19:08Z
23:20	4lt3r	" Dancing Mercenary"	2:57	2		O4ecxmE82fo	UC8cI3OGG585QFj7WfcRwWsg	"Dancing Mercenary"	4lt3r	2025-10-05T14:20:00Z	2025-10-05T14:20:06Z	2025-10-05T14:25:04Z
23:25	Selmia	"리부트의 일생"	3:14	1		AtfMqswzJVA	UCECSUa_GaPYQi7CXOAHG5cA	"리부트의 일생"	Selmia	2025-10-05T14:25:00Z	2025-10-05T14:25:06Z	2025-10-05T14:29:34Z
23:30												
23:35												
23:40												
23:45												
23:50												
23:55												
